,date_mutation,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude_appart,latitude_appart,Nom_commune,Code_postal,chef_lieu,longitude_cl,latitude_cl,distance
13053,2021,255000.0,75,3,-1.576226,47.222221,nantes,44000,nantes,-1.548204252,47.23204641,2.38680377416253
13054,2021,175000.0,65,3,-1.543794,47.236624,nantes,44300,nantes,-1.548204252,47.23204641,0.6087052195397502
13055,2021,85000.0,51,2,-1.538635,47.194483,nantes,44200,nantes,-1.548204252,47.23204641,4.238559833874385
13056,2021,223000.0,44,2,-1.541898,47.211559,nantes,44000,nantes,-1.548204252,47.23204641,2.327233784376179
13057,2021,123000.0,69,3,-1.566467,47.255062,nantes,44300,nantes,-1.548204252,47.23204641,2.908449974254772
13058,2021,282500.0,101,4,-1.576373,47.229379,nantes,44100,nantes,-1.548204252,47.23204641,2.1536769765973043
13059,2021,191200.0,58,2,-1.582292,47.206012,nantes,44100,nantes,-1.548204252,47.23204641,3.878654787984346
13060,2021,334000.0,75,3,-1.54601,47.217236,nantes,44000,nantes,-1.548204252,47.23204641,1.6549158576798653
13061,2021,180000.0,54,3,-1.543138,47.237732,nantes,44300,nantes,-1.548204252,47.23204641,0.7394033605417838
13062,2021,150000.0,42,2,-1.552709,47.229282,nantes,44000,nantes,-1.548204252,47.23204641,0.4591600612918145
13063,2021,133000.0,25,1,-1.549333,47.206726,nantes,44200,nantes,-1.548204252,47.23204641,2.8162976410194283
13064,2021,120000.0,44,2,-1.57957,47.212099,nantes,44100,nantes,-1.548204252,47.23204641,3.249879757166825
13065,2021,179750.0,49,2,-1.521812,47.271965,nantes,44300,nantes,-1.548204252,47.23204641,4.866928304532395
